nachname;vorname;partei;website;feed;fullname;wikidataq;wikidataurl;wikidataname;distance;wikidatawebsite;distance
Renner;Martina;DIE LINKE;http://www.martinarenner.de;;Martina Renner;Q1905496;https://www.wikidata.org/wiki/Q1905496;Martina Renner;0;http://www.martinarenner.de/;0
de Ridder;Daniela;SPD;http://daniela-de-ridder.de;1;Daniela de Ridder;Q15275916;https://www.wikidata.org/wiki/Q15275916;Daniela De Ridder;0;http://daniela-de-ridder.de/;0
Riebsamen;Lothar;CDU;http://www.lothar-riebsamen.de;;Lothar Riebsamen;Q1270207;https://www.wikidata.org/wiki/Q1270207;Lothar Riebsamen;0;http://www.lothar-riebsamen.de/;0
Rief;Josef;CDU;http://www.josef-rief.de;;Josef Rief;Q1321994;https://www.wikidata.org/wiki/Q1321994;Josef Rief;0;http://www.josef-rief.de/;0
Riesenhuber;Heinz;CDU;http://www.riesenhuber.info;1;Heinz Riesenhuber;Q73951;https://www.wikidata.org/wiki/Q73951;Heinz Riesenhuber;0;http://www.riesenhuber.info/;0
Rimkus;Andreas;SPD;http://andreas-rimkus.de;1;Andreas Rimkus;Q15783337;https://www.wikidata.org/wiki/Q15783337;Andreas Rimkus;0;http://andreas-rimkus.de/;0
Rix;Sönke;SPD;http://www.soenke-rix.de;;Sönke Rix;Q1651406;https://www.wikidata.org/wiki/Q1651406;Sönke Rix;0;http://www.soenke-rix.de/;0
Rohde;Dennis;SPD;http://www.dennisrohde.de;1;Dennis Rohde;Q15613500;https://www.wikidata.org/wiki/Q15613500;Dennis Rohde;0;http://www.dennisrohde.de;0
Röring;Johannes;CDU;http://www.johannes-roering.de;;Johannes Röring;Q1698286;https://www.wikidata.org/wiki/Q1698286;Johannes Röring;0;http://www.johannes-roering.de/;0
Rosemann;Martin;SPD;http://www.martin-rosemann.de;1;Martin Rosemann;Q15434186;https://www.wikidata.org/wiki/Q15434186;Martin Rosemann;0;http://www.martin-rosemann.de/;0
Röspel;René;SPD;http://www.roespel.de;1;René Röspel;Q2144834;https://www.wikidata.org/wiki/Q2144834;René Röspel;0;http://www.roespel.de/;0
Rossmann;Ernst Dieter;SPD;http://edr-pi.de;1;Ernst Dieter Rossmann;Q1357855;https://www.wikidata.org/wiki/Q1357855;Ernst Dieter Rossmann;0;http://edr-pi.de;0
Rößner;Tabea;GRÜNE;http://tabea-roessner.de;1;Tabea Rößner;Q1564660;https://www.wikidata.org/wiki/Q1564660;Tabea Rößner;0;http://tabea-roessner.de;0
Roth;Claudia;GRÜNE;http://claudia-roth.de;1;Claudia Roth;Q75791;https://www.wikidata.org/wiki/Q75791;Claudia Roth;0;http://claudia-roth.de/;0
Roth;Michael;SPD;http://miro.hessenspd.net;1;Michael Roth;Q1929074;https://www.wikidata.org/wiki/Q1929074;Michael Roth;0;http://miro.hessenspd.net;0
Röttgen;Norbert;CDU;http://www.norbert-roettgen.de;;Norbert Röttgen;Q61903;https://www.wikidata.org/wiki/Q61903;Norbert Röttgen;0;http://www.norbert-roettgen.de/;0
Rüddel;Erwin;CDU;http://www.erwin-rueddel.de;;Erwin Rüddel;Q1363394;https://www.wikidata.org/wiki/Q1363394;Erwin Rüddel;0;http://www.erwin-rueddel.de/;0
Rüffer;Corinna;GRÜNE;http://www.corinna-rueffer.de;1;Corinna Rüffer;Q15092209;https://www.wikidata.org/wiki/Q15092209;Corinna Rüffer;0;http://www.corinna-rueffer.de/;0
Rupprecht;Albert;CSU;http://www.albert-rupprecht.de;;Albert Rupprecht;Q1738272;https://www.wikidata.org/wiki/Q1738272;Albert Rupprecht;0;http://www.albert-rupprecht.de/;0
Rüthrich;Susann;SPD;https://www.susann-ruethrich.de;1;Susann Rüthrich;Q15813112;https://www.wikidata.org/wiki/Q15813112;Susann Rüthrich;0;https://www.susann-ruethrich.de;0
Rützel;Bernd;SPD;https://bernd-ruetzel.de;1;Bernd Rützel;Q15792620;https://www.wikidata.org/wiki/Q15792620;Bernd Rützel;0;https://bernd-ruetzel.de/;0
Saathoff;Johann;SPD;http://johann-saathoff.de;1;Johann Saathoff;Q15813144;https://www.wikidata.org/wiki/Q15813144;Johann Saathoff;0;http://johann-saathoff.de;0
Sarrazin;Manuel;GRÜNE;http://manuelsarrazin.de;1;Manuel Sarrazin;Q1309204;https://www.wikidata.org/wiki/Q1309204;Manuel Sarrazin;0;http://manuelsarrazin.de/;0
Sawade;Annette;SPD;http://www.annette-sawade.de;;Annette Sawade;Q566688;https://www.wikidata.org/wiki/Q566688;Annette Sawade;0;http://www.annette-sawade.de/;0
Schabedoth;Hans-Joachim;SPD;http://www.hans-joachim-schabedoth.de;1;Hans-Joachim Schabedoth;Q15433806;https://www.wikidata.org/wiki/Q15433806;Hans-Joachim Schabedoth;0;http://www.hans-joachim-schabedoth.de;0
Schäfer;Anita;CDU;http://anita-schaefer.de;1;Anita Schäfer;Q550861;https://www.wikidata.org/wiki/Q550861;Anita Schäfer;0;http://anita-schaefer.de;0
Schäfer;Axel;SPD;http://axelschaefer-mdb.de;1;Axel Schäfer;Q792359;https://www.wikidata.org/wiki/Q792359;Axel Schäfer;0;http://axelschaefer-mdb.de;0
Scharfenberg;Elisabeth;GRÜNE;http://www.elisabeth-scharfenberg.de;;Elisabeth Scharfenberg;Q1330246;https://www.wikidata.org/wiki/Q1330246;Elisabeth Scharfenberg;0;http://www.elisabeth-scharfenberg.de/;0
Schäuble;Wolfgang;CDU;http://www.wolfgang-schaeuble.de;;Wolfgang Schäuble;Q16019;https://www.wikidata.org/wiki/Q16019;Wolfgang Schäuble;0;http://www.wolfgang-schaeuble.de/;0
Schauws;Ulle;GRÜNE;http://ulle-schauws.de;1;Ulle Schauws;Q14943234;https://www.wikidata.org/wiki/Q14943234;Ulle Schauws;0;http://ulle-schauws.de/;0
Schavan;Annette;CDU;http://www.annette-schavan.de;;Annette Schavan;Q57928;https://www.wikidata.org/wiki/Q57928;Annette Schavan;0;http://www.annette-schavan.de/;0
Scheer;Nina;SPD;http://www.nina-scheer.de;1;Nina Scheer;Q2789935;https://www.wikidata.org/wiki/Q2789935;Nina Scheer;0;http://www.nina-scheer.de/;0
Scheuer;Andreas;CSU;http://www.andreas-scheuer.de;;Andreas Scheuer;Q500381;https://www.wikidata.org/wiki/Q500381;Andreas Scheuer;0;http://www.andreas-scheuer.de/;0
Schick;Gerhard;GRÜNE;http://gerhardschick.net;1;Gerhard Schick;Q104706;https://www.wikidata.org/wiki/Q104706;Gerhard Schick;0;http://gerhardschick.net/;0
Schieder;Marianne;SPD;http://www.marianne-schieder.de;1;Marianne Schieder;Q1896891;https://www.wikidata.org/wiki/Q1896891;Marianne Schieder;0;http://www.marianne-schieder.de/;0
Schiefner;Udo;SPD;http://udo-schiefner.de;1;Udo Schiefner;Q15813111;https://www.wikidata.org/wiki/Q15813111;Udo Schiefner;0;http://udo-schiefner.de/;0
Schiewerling;Karl;CDU;http://karl-schiewerling.de;1;Karl Schiewerling;Q1732819;https://www.wikidata.org/wiki/Q1732819;Karl Schiewerling;0;http://www.schiewerling.de/;5
Schimke;Jana;CDU;http://www.jana-schimke.de;1;Jana Schimke;Q15434319;https://www.wikidata.org/wiki/Q15434319;Jana Schimke;0;http://www.jana-schimke.de/;0
Schindler;Norbert;CDU;http://www.norbert-schindler.de;1;Norbert Schindler;Q1997170;https://www.wikidata.org/wiki/Q1997170;Norbert Schindler;0;http://www.norbert-schindler.de/;0
Schipanski;Tankred;CDU;https://www.tankred-schipanski.de;1;Tankred Schipanski;Q2392856;https://www.wikidata.org/wiki/Q2392856;Tankred Schipanski;0;https://www.tankred-schipanski.de;0
Schlecht;Michael;DIE LINKE;http://www.michael-schlecht-mdb.de;1;Michael Schlecht;Q1929216;https://www.wikidata.org/wiki/Q1929216;Michael Schlecht;0;http://www.michael-schlecht.net/;6
Schlegel;Dorothee;SPD;http://www.dorothee-schlegel.de;1;Dorothee Schlegel;Q15434253;https://www.wikidata.org/wiki/Q15434253;Dorothee Schlegel;0;http://www.dorothee-schlegel.de/;0
Schmelzle;Heiko;CDU;http://www.heiko-schmelzle.de;;Heiko Schmelzle;Q15340085;https://www.wikidata.org/wiki/Q15340085;Heiko Schmelzle;0;http://www.heiko-schmelzle.de/;0
Schmidt;Frithjof;GRÜNE;http://frithjof-schmidt.de;1;Frithjof Schmidt;Q71670;https://www.wikidata.org/wiki/Q71670;Frithjof Schmidt;0;http://frithjof-schmidt.de;0
Schmidt;Christian;CSU;http://www.christian-schmidt.de;1;Christian Schmidt;Q107018;https://www.wikidata.org/wiki/Q107018;Christian Schmidt;0;http://www.christian-schmidt.de/;0
Schmidt;Dagmar;SPD;http://www.dagmarschmidt.de;1;Dagmar Schmidt;Q15433815;https://www.wikidata.org/wiki/Q15433815;Dagmar Schmidt;0;http://www.dagmarschmidt.de;0
Schmidt;Gabriele;CDU;http://www.gabriele-schmidt.eu;;Gabriele Schmidt;Q15434556;https://www.wikidata.org/wiki/Q15434556;Gabriele Schmidt;0;http://www.gabriele-schmidt.eu;0
Schmidt;Matthias;SPD;http://www.schmidt-tk.de;1;Matthias Schmidt;Q15813132;https://www.wikidata.org/wiki/Q15813132;Matthias Schmidt;0;http://www.schmidt-tk.de/;0
Schmidt;Ulla;SPD;http://www.ulla-schmidt.de;1;Ulla Schmidt;Q61307;https://www.wikidata.org/wiki/Q61307;Ulla Schmidt;0;http://www.ulla-schmidt.de/;0
Schneider;Carsten;SPD;http://www.carsten-schneider.de;1;Carsten Schneider;Q1045665;https://www.wikidata.org/wiki/Q1045665;Carsten Schneider;0;http://www.carsten-schneider.de/;0
Schnieder;Patrick;CDU;http://www.patrick-schnieder.de;;Patrick Schnieder;Q1373882;https://www.wikidata.org/wiki/Q1373882;Patrick Schnieder;0;http://www.patrick-schnieder.de;0
Schön;Nadine;CDU;http://nadineschoen.de;;Nadine Schön;Q105331;https://www.wikidata.org/wiki/Q105331;Nadine Schön;0;http://nadineschoen.de/;0
Schröder;Kristina;CDU;http://www.kristinaschroeder.de;1;Kristina Schröder;Q60848;https://www.wikidata.org/wiki/Q60848;Kristina Schröder;0;http://www.kristinaschroeder.de/;0
Schröder;Ole;CDU;http://www.ole-schroeder.de;1;Ole Schröder;Q88087;https://www.wikidata.org/wiki/Q88087;Ole Schröder;0;http://www.ole-schroeder.de;0
Schulte;Ursula;SPD;http://www.ursula-schulte.de;1;Ursula Schulte;Q15813103;https://www.wikidata.org/wiki/Q15813103;Ursula Schulte;0;http://www.ursula-schulte.de;0
Schulte-Drüggelte;Bernhard;CDU;http://www.schulte-drueggelte.de;1;Bernhard Schulte-Drüggelte;Q825906;https://www.wikidata.org/wiki/Q825906;Bernhard Schulte-Drüggelte;0;http://www.schulte-drueggelte.de/;0
Schulz;Swen;SPD;http://www.swen-schulz.de;;Swen Schulz;Q2372488;https://www.wikidata.org/wiki/Q2372488;Swen Schulz;0;http://www.swen-schulz.de/;0
Schulz-Asche;Kordula;GRÜNE;http://www.schulz-asche.de;1;Kordula Schulz-Asche;Q1784303;https://www.wikidata.org/wiki/Q1784303;Kordula Schulz-Asche;0;http://www.schulz-asche.de/;0
Schulze;Klaus-Peter;CDU;http://www.klaus-peter-schulze.de;1;Klaus-Peter Schulze;Q14946974;https://www.wikidata.org/wiki/Q14946974;Klaus-Peter Schulze;0;http://www.klaus-peter-schulze.de/;0
Schummer;Uwe;CDU;http://uwe-schummer.de;1;Uwe Schummer;Q1724840;https://www.wikidata.org/wiki/Q1724840;Uwe Schummer;0;http://uwe-schummer.de;0
Schurer;Ewald;SPD;https://ewald-schurer.de;1;Ewald Schurer;Q1382932;https://www.wikidata.org/wiki/Q1382932;Ewald Schurer;0;https://ewald-schurer.de;0
Schuster;Armin;CDU;http://www.armin-schuster.eu;;Armin Schuster;Q688231;https://www.wikidata.org/wiki/Q688231;Armin Schuster;0;http://www.armin-schuster.eu/;0
Schwabe;Frank;SPD;http://www.frank-schwabe.de;;Frank Schwabe;Q1444160;https://www.wikidata.org/wiki/Q1444160;Frank Schwabe;0;http://www.frank-schwabe.de/;0
Schwartze;Stefan;SPD;http://www.stefan-schwartze.de;;Stefan Schwartze;Q1506477;https://www.wikidata.org/wiki/Q1506477;Stefan Schwartze;0;http://www.stefan-schwartze.de/;0
Schwarz;Andreas;SPD;http://www.spd-schwarz.de;1;Andreas Schwarz;Q15434565;https://www.wikidata.org/wiki/Q15434565;Andreas Schwarz;0;http://www.spd-schwarz.de/;0
Schwarzelühr-Sutter;Rita;SPD;http://www.xn--schwarzelhr-sutter-u6b.de;1;Rita Schwarzelühr-Sutter;Q2154951;https://www.wikidata.org/wiki/Q2154951;Rita Schwarzelühr-Sutter;0;http://www.xn--schwarzelhr-sutter-u6b.de;0
Schwarzer;Christina;CDU;https://christina-schwarzer.de;1;Christina Schwarzer;Q15644584;https://www.wikidata.org/wiki/Q15644584;Christina Schwarzer;0;https://christina-schwarzer.de;0
Seif;Detlef;CDU;http://www.detlef-seif-cdu.de;;Detlef Seif;Q1201365;https://www.wikidata.org/wiki/Q1201365;Detlef Seif;0;http://www.detlef-seif-cdu.de/;0
Selle;Johannes;CDU;http://www.johannes-selle.de;1;Johannes Selle;Q1698408;https://www.wikidata.org/wiki/Q1698408;Johannes Selle;0;http://www.johannes-selle.de/;0
Sendker;Reinhold;CDU;http://www.cdu-sendker.de;;Reinhold Sendker;Q2141547;https://www.wikidata.org/wiki/Q2141547;Reinhold Sendker;0;http://www.cdu-sendker.de/;0
Sensburg;Patrick;CDU;http://www.patrick-sensburg.de;1;Patrick Sensburg;Q1280872;https://www.wikidata.org/wiki/Q1280872;Patrick Sensburg;0;http://www.patrick-sensburg.de/;0
Siebert;Bernd;CDU;http://www.siebert-bernd.de;1;Bernd Siebert;Q824247;https://www.wikidata.org/wiki/Q824247;Bernd Siebert;0;http://www.siebert-bernd.de/;0
Sieling;Carsten;SPD;http://carsten-sieling.de;;Carsten Sieling;Q1045675;https://www.wikidata.org/wiki/Q1045675;Carsten Sieling;0;http://carsten-sieling.de;0
Silberhorn;Thomas;CSU;http://www.thomas-silberhorn.de;;Thomas Silberhorn;Q2427303;https://www.wikidata.org/wiki/Q2427303;Thomas Silberhorn;0;http://www.thomas-silberhorn.de;0
Singhammer;Johannes;CSU;http://www.singhammer.net;;Johannes Singhammer;Q1276900;https://www.wikidata.org/wiki/Q1276900;Johannes Singhammer;0;http://www.singhammer.net/;0
Sitte;Petra;DIE LINKE;http://www.petra-sitte.de;1;Petra Sitte;Q1748314;https://www.wikidata.org/wiki/Q1748314;Petra Sitte;0;http://www.petra-sitte.de/;0
Sorge;Tino;CDU;http://tino-sorge.de;1;Tino Sorge;Q14946180;https://www.wikidata.org/wiki/Q14946180;Tino Sorge;0;http://tino-sorge.de;0
Spahn;Jens;CDU;http://www.jens-spahn.de;1;Jens Spahn;Q86294;https://www.wikidata.org/wiki/Q86294;Jens Spahn;0;http://www.jens-spahn.de/;0
Spiering;Rainer;SPD;http://www.rainer-spiering.de;1;Rainer Spiering;Q15813124;https://www.wikidata.org/wiki/Q15813124;Rainer Spiering;0;http://www.rainer-spiering.de;0
Spinrath;Norbert;SPD;http://www.norbert-spinrath.de;1;Norbert Spinrath;Q1997225;https://www.wikidata.org/wiki/Q1997225;Norbert Spinrath;0;http://www.norbert-spinrath.de/;0
Stadler;Svenja;SPD;http://svenja-stadler.de;1;Svenja Stadler;Q15813114;https://www.wikidata.org/wiki/Q15813114;Svenja Stadler;0;http://svenja-stadler.de;0
Stamm-Fibich;Martina;SPD;http://stamm-fibich.de;1;Martina Stamm-Fibich;Q15813133;https://www.wikidata.org/wiki/Q15813133;Martina Stamm-Fibich;0;http://stamm-fibich.de/;0
Stauche;Carola;CDU;http://www.carola-stauche.de;1;Carola Stauche;Q1044264;https://www.wikidata.org/wiki/Q1044264;Carola Stauche;0;http://www.carola-stauche.de/;0
Steffel;Frank;CDU;http://www.frank-steffel.de;;Frank Steffel;Q1444251;https://www.wikidata.org/wiki/Q1444251;Frank Steffel;0;http://www.frank-steffel.de/;0
Steffen;Sonja;SPD;http://www.sonja-steffen.de;1;Sonja Steffen;Q2301738;https://www.wikidata.org/wiki/Q2301738;Sonja Steffen;0;http://www.sonja-steffen.de/;0
Stefinger;Wolfgang;CSU;https://wolfgang-stefinger.de;1;Wolfgang Stefinger;Q15813189;https://www.wikidata.org/wiki/Q15813189;Wolfgang Stefinger;0;https://wolfgang-stefinger.de/;0
Stegemann;Albert;CDU;http://www.albert-stegemann.de;;Albert Stegemann;Q15782057;https://www.wikidata.org/wiki/Q15782057;Albert Stegemann;0;http://www.albert-stegemann.de;0
Stein;Peter;CDU;http://www.stein-cdu.de;;Peter Stein;Q2078469;https://www.wikidata.org/wiki/Q2078469;Peter Stein;0;http://www.stein-cdu.de/;0
Steinbach;Erika;CDU;http://www.erika-steinbach.de;1;Erika Steinbach;Q61897;https://www.wikidata.org/wiki/Q61897;Erika Steinbach;0;http://www.erika-steinbach.de/;0
Steineke;Sebastian;CDU;http://www.sebastian-steineke.de;1;Sebastian Steineke;Q14944335;https://www.wikidata.org/wiki/Q14944335;Sebastian Steineke;0;http://www.sebastian-steineke.de/;0
Steiniger;Johannes;CDU;http://johannes-steiniger.de;;Johannes Steiniger;Q15813787;https://www.wikidata.org/wiki/Q15813787;Johannes Steiniger;0;http://johannes-steiniger.de;0
Steinke;Kersten;DIE LINKE;http://www.kersten-steinke.de;;Kersten Steinke;Q1739640;https://www.wikidata.org/wiki/Q1739640;Kersten Steinke;0;http://www.kersten-steinke.de/;0
Steinmeier;Frank-Walter;SPD;http://www.frank-walter-steinmeier.de;1;Frank-Walter Steinmeier;Q76658;https://www.wikidata.org/wiki/Q76658;Frank-Walter Steinmeier;0;http://www.frank-walter-steinmeier.de/;0
Stier;Dieter;CDU;http://www.dieterstier.de;1;Dieter Stier;Q1222886;https://www.wikidata.org/wiki/Q1222886;Dieter Stier;0;http://www.dieterstier.de/;0
Stockhofe;Rita;CDU;http://www.rita-stockhofe.de;1;Rita Stockhofe;Q15813207;https://www.wikidata.org/wiki/Q15813207;Rita Stockhofe;0;http://www.rita-stockhofe.de/;0
Storjohann;Gero;CDU;http://www.gero-storjohann.de;1;Gero Storjohann;Q1514515;https://www.wikidata.org/wiki/Q1514515;Gero Storjohann;0;http://www.gero-storjohann.de/;0
Stracke;Stephan;CSU;http://www.stephan-stracke.de;;Stephan Stracke;Q2343892;https://www.wikidata.org/wiki/Q2343892;Stephan Stracke;0;http://www.stephan-stracke.de/;0
Strässer;Christoph;SPD;http://www.christoph-straesser.de;;Christoph Strässer;Q1085954;https://www.wikidata.org/wiki/Q1085954;Christoph Strässer;0;http://www.christoph-straesser.de/;0
Straubinger;Max;CSU;http://www.max-straubinger.de;;Max Straubinger;Q1366360;https://www.wikidata.org/wiki/Q1366360;Max Straubinger;0;http://www.max-straubinger.de/;0
Strebl;Matthäus;CSU;http://www.m-strebl-mdb.de;;Matthäus Strebl;Q1910554;https://www.wikidata.org/wiki/Q1910554;Matthäus Strebl;0;http://www.m-strebl-mdb.de/;0
Strengmann-Kuhn;Wolfgang;GRÜNE;http://www.strengmann-kuhn.de;1;Wolfgang Strengmann-Kuhn;Q2591533;https://www.wikidata.org/wiki/Q2591533;Wolfgang Strengmann-Kuhn;0;http://www.strengmann-kuhn.de/;0
Strenz;Karin;CDU;http://www.strenz.de;;Karin Strenz;Q1729573;https://www.wikidata.org/wiki/Q1729573;Karin Strenz;0;http://www.strenz.de/;0
Stritzl;Thomas;CDU;http://thomas-stritzl.ubgnet.de;;Thomas Stritzl;Q2427505;https://www.wikidata.org/wiki/Q2427505;Thomas Stritzl;0;http://www.thomas-stritzl.de/;11
Ströbele;Hans-Christian;GRÜNE;http://www.stroebele-online.de;1;Hans-Christian Ströbele;Q71533;https://www.wikidata.org/wiki/Q71533;Hans-Christian Ströbele;0;http://www.stroebele-online.de/;0
Strobl;Thomas;CDU;http://www.thomas-strobl.de;;Thomas Strobl;Q112109;https://www.wikidata.org/wiki/Q112109;Thomas Strobl;0;http://www.thomas-strobl.de/;0
Strothmann;Lena;CDU;http://www.lena-strothmann.de;;Lena Strothmann;Q1729204;https://www.wikidata.org/wiki/Q1729204;Lena Strothmann;0;http://www.lena-strothmann.de/;0
Stübgen;Michael;CDU;http://www.stuebgen.de;;Michael Stübgen;Q1514088;https://www.wikidata.org/wiki/Q1514088;Michael Stübgen;0;http://www.stuebgen.de/;0
Sütterlin-Waack;Sabine;CDU;http://www.suetterlin-waack.de;1;Sabine Sütterlin-Waack;Q14946273;https://www.wikidata.org/wiki/Q14946273;Sabine Sütterlin-Waack;0;http://www.suetterlin-waack.de/;0
Tack;Kerstin;SPD;http://kerstin-tack.de;1;Kerstin Tack;Q1262015;https://www.wikidata.org/wiki/Q1262015;Kerstin Tack;0;http://kerstin-tack.de;0
Tackmann;Kirsten;DIE LINKE;http://www.kirstentackmann.de;1;Kirsten Tackmann;Q1743644;https://www.wikidata.org/wiki/Q1743644;Kirsten Tackmann;0;http://www.kirstentackmann.de;0
Tank;Azize;DIE LINKE;http://www.azize-tank.de;1;Azize Tank;Q15432880;https://www.wikidata.org/wiki/Q15432880;Azize Tank;0;http://www.azize-tank.de;0
Tauber;Peter;CDU;http://www.petertauber.de;1;Peter Tauber;Q124622;https://www.wikidata.org/wiki/Q124622;Peter Tauber;0;http://www.petertauber.de/;0
Tausend;Claudia;SPD;https://claudia-tausend.de;1;Claudia Tausend;Q15432230;https://www.wikidata.org/wiki/Q15432230;Claudia Tausend;0;https://claudia-tausend.de;0
Tempel;Frank;DIE LINKE;http://www.frank-tempel.de;;Frank Tempel;Q1424335;https://www.wikidata.org/wiki/Q1424335;Frank Tempel;0;http://www.frank-tempel.de/;0
Terpe;Harald;GRÜNE;https://harald-terpe.de;1;Harald Terpe;Q1584781;https://www.wikidata.org/wiki/Q1584781;Harald Terpe;0;https://harald-terpe.de;0
Thews;Michael;SPD;http://michael-thews.com;1;Michael Thews;Q15813128;https://www.wikidata.org/wiki/Q15813128;Michael Thews;0;http://michael-thews.de/;3
Thissen;Karin;SPD;http://www.spd-net-sh.de/thissen/;1;Karin Thissen;Q20243318;https://www.wikidata.org/wiki/Q20243318;Karin Thissen;0;http://www.spd-net-sh.de/thissen/;0
Thönnes;Franz;SPD;http://www.thoennes.de;1;Franz Thönnes;Q1449268;https://www.wikidata.org/wiki/Q1449268;Franz Thönnes;0;http://www.thoennes.de/;0
Tillmann;Antje;CDU;http://www.antje-tillmann.de;1;Antje Tillmann;Q584897;https://www.wikidata.org/wiki/Q584897;Antje Tillmann;0;http://www.antje-tillmann.de/;0
Timmermann-Fechter;Astrid;CDU;http://www.timmermann-fechter.de;1;Astrid Timmermann-Fechter;Q15784254;https://www.wikidata.org/wiki/Q15784254;Astrid Timmermann-Fechter;0;http://www.timmermann-fechter.de;0
Träger;Carsten;SPD;http://www.carsten-traeger.de;;Carsten Träger;Q15793668;https://www.wikidata.org/wiki/Q15793668;Carsten Träger;0;http://www.carsten-traeger.de/;0
Tressel;Markus;GRÜNE;http://www.markus-tressel.de;1;Markus Tressel;Q1416148;https://www.wikidata.org/wiki/Q1416148;Markus Tressel;0;http://www.markus-tressel.de/;0
Trittin;Jürgen;GRÜNE;https://www.trittin.de;1;Jürgen Trittin;Q11762;https://www.wikidata.org/wiki/Q11762;Jürgen Trittin;0;https://www.trittin.de;0
Troost;Axel;DIE LINKE;http://www.axel-troost.de;1;Axel Troost;Q792387;https://www.wikidata.org/wiki/Q792387;Axel Troost;0;http://www.axel-troost.de;0
Uhl;Hans-Peter;CSU;https://www.uhl-csu.de;;Hans-Peter Uhl;Q90827;https://www.wikidata.org/wiki/Q90827;Hans-Peter Uhl;0;https://www.uhl-csu.de;0
Ullrich;Volker;CSU;http://www.volker-ullrich.de;;Volker Ullrich;Q14943609;https://www.wikidata.org/wiki/Q14943609;Volker Ullrich;0;http://www.volker-ullrich.de/;0
Ulrich;Alexander;DIE LINKE;http://www.mdb-alexander-ulrich.de;;Alexander Ulrich;Q2643176;https://www.wikidata.org/wiki/Q2643176;Alexander Ulrich;0;http://www.mdb-alexander-ulrich.de/;0
Vaatz;Arnold;CDU;https://www.arnold-vaatz-mdb.de;1;Arnold Vaatz;Q696432;https://www.wikidata.org/wiki/Q696432;Arnold Vaatz;0;https://www.arnold-vaatz-mdb.de;0
van Aken;Jan;DIE LINKE;http://www.jan-van-aken.de;;Jan van Aken;Q107176;https://www.wikidata.org/wiki/Q107176;Jan van Aken;0;http://www.jan-van-aken.de/;0
Veit;Rüdiger;SPD;http://www.ruediger-veit.de;1;Rüdiger Veit;Q2203773;https://www.wikidata.org/wiki/Q2203773;Rüdiger Veit;0;http://www.ruediger-veit.de/;0
Veith;Oswin;CDU;http://www.oswinveith.de;1;Oswin Veith;Q15021037;https://www.wikidata.org/wiki/Q15021037;Oswin Veith;0;http://www.oswinveith.de/;0
Verlinden;Julia;GRÜNE;https://julia-verlinden.de;;Julia Verlinden;Q15805255;https://www.wikidata.org/wiki/Q15805255;Julia Verlinden;0;https://julia-verlinden.de;0
Viesehon;Thomas;CDU;http://www.viesehon.de;1;Thomas Viesehon;Q15434179;https://www.wikidata.org/wiki/Q15434179;Thomas Viesehon;0;http://www.viesehon.de/;0
Vietz;Michael;CDU;http://www.michaelvietz.de;1;Michael Vietz;Q15031116;https://www.wikidata.org/wiki/Q15031116;Michael Vietz;0;http://www.michaelvietz.de/;0
Vogel;Volkmar;CDU;http://www.volkmar-vogel.de;1;Volkmar Vogel;Q1329144;https://www.wikidata.org/wiki/Q1329144;Volkmar Vogel;0;http://www.volkmar-vogel.de/;0
Vogler;Kathrin;DIE LINKE;http://www.kathrin-vogler.de;;Kathrin Vogler;Q1736530;https://www.wikidata.org/wiki/Q1736530;Kathrin Vogler;0;http://www.kathrin-vogler.de/;0
Vogt;Ute;SPD;https://www.ute-vogt.de;1;Ute Vogt;Q2503159;https://www.wikidata.org/wiki/Q2503159;Ute Vogt;0;https://www.ute-vogt.de;0
Volmering;Sven;CDU;http://www.sven-volmering.de;;Sven Volmering;Q14944135;https://www.wikidata.org/wiki/Q14944135;Sven Volmering;0;http://www.sven-volmering.de;0
von der Leyen;Ursula;CDU;http://www.ursula-von-der-leyen.de;;Ursula von der Leyen;Q60772;https://www.wikidata.org/wiki/Q60772;Ursula von der Leyen;0;http://www.ursula-von-der-leyen.de/;0
von der Marwitz;Hans-Georg;CDU;http://www.von-der-marwitz-mdb.de;;Hans-Georg von der Marwitz;Q1577056;https://www.wikidata.org/wiki/Q1577056;Hans-Georg von der Marwitz;0;http://www.von-der-marwitz-mdb.de/;0
von Marschall;Matern;CDU;http://www.matern-von-marschall.de;1;Matern von Marschall;Q15434567;https://www.wikidata.org/wiki/Q15434567;Matern von Marschall;0;http://www.matern-von-marschall.de/;0
von Notz;Konstantin;GRÜNE;http://von-notz.de;1;Konstantin von Notz;Q1710769;https://www.wikidata.org/wiki/Q1710769;Konstantin von Notz;0;http://von-notz.de;0
von Stetten;Christian;CDU;http://www.christian-stetten.de;1;Christian von Stetten;Q88346;https://www.wikidata.org/wiki/Q88346;Christian von Stetten;0;http://www.christian-stetten.de;0
Vöpel;Dirk;SPD;http://www.dirk-voepel.de;1;Dirk Vöpel;Q15806084;https://www.wikidata.org/wiki/Q15806084;Dirk Vöpel;0;http://www.dirk-voepel.de/;0
Voßbeck-Kayser;Christel;CDU;http://www.vossbeck-kayser.de;1;Christel Voßbeck-Kayser;Q15794159;https://www.wikidata.org/wiki/Q15794159;Christel Voßbeck-Kayser;0;http://www.vossbeck-kayser.de/;0
Wadephul;Johann;CDU;http://www.johann-wadephul.de;;Johann Wadephul;Q1696501;https://www.wikidata.org/wiki/Q1696501;Johann Wadephul;0;http://www.johann-wadephul.de/;0
